name,city,state,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,24,18,2,7,11
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,24,18,2,7,11
Pope St John XXIII National Seminary,Weston,MA,24,18,2,7,21
Porterville College,Porterville,CA,7,3,1,1,23
Portland Community College,Portland,OR,2,5,1,1,11
Portland State University,Portland,OR,16,15,1,4,11
Post University,Waterbury,CT,18,12,3,4,22
Potomac State College of West Virginia University,Keyser,WV,23,8,1,2,32
Prairie State College,Chicago Heights,IL,6,2,1,1,21
Prairie View A & M University,Prairie View,TX,16,14,1,3,32
Pratt Community College,Pratt,KS,6,2,1,1,41
Pratt Institute-Main,Brooklyn,NY,30,14,2,5,11
Presbyterian College,Clinton,SC,21,11,2,4,32
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,24,6,2,6,21
Prescott College,Prescott,AZ,19,7,2,5,13
Presentation College,Aberdeen,SD,22,7,2,3,33
Presidio Graduate School,San Francisco,CA,29,18,2,7,11
Prince George's Community College,Largo,MD,2,4,1,1,21
Princeton Theological Seminary,Princeton,NJ,24,18,2,7,13
Princeton University,Princeton,NJ,15,14,2,5,13
Principia College,Elsah,IL,21,8,2,2,41
Professional Golfers Career College,Temecula,CA,13,1,3,1,12
Professional Skills Institute,Maumee,OH,10,1,3,1,21
Providence Christian College,Pasadena,CA,21,8,2,2,12
Providence College,Providence,RI,18,14,2,3,12
Provo College,Provo,UT,26,6,3,2,12
Pueblo Community College,Pueblo,CO,14,9,1,2,12
Puerto Rico School of Nurse Anesthetists,Hato Rey,PR,26,18,3,7,11
Purdue University Fort Wayne,Fort Wayne,IN,19,12,1,3,11
Purdue University Global,West Lafayette,IN,17,15,1,5,11
Purdue University Northwest,Hammond,IN,18,12,1,3,21
Purdue University-Main Campus,West Lafayette,IN,15,16,1,4,13
Queens University of Charlotte,Charlotte,NC,18,11,2,4,11
Quincy College,Quincy,MA,3,2,1,1,21
Quincy University,Quincy,IL,22,11,2,3,33
Quinebaug Valley Community College,Danielson,CT,4,2,1,1,21
Quinnipiac University,Hamden,CT,17,14,2,4,21
Quinsigamond Community College,Worcester,MA,4,3,1,1,12
Rabbi Jacob Joseph School,Edison,NJ,24,8,2,2,21
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,24,8,2,6,11
Rabbinical College Beth Shraga,Monsey,NY,13,1,2,1,21
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,24,7,2,3,11
Rabbinical College of America,Morristown,NJ,24,8,2,3,21
Rabbinical College of Long Island,Long Beach,NY,24,8,2,2,21
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,24,6,2,2,11
Rabbinical College Ohr Yisroel,Brooklyn,NY,24,8,2,2,11
Rabbinical College Telshe,Wickliffe,OH,24,8,2,5,21
Rabbinical Seminary of America,Flushing,NY,24,8,2,5,11
Radford University,Radford,VA,17,14,1,4,23
Rainy River Community College,International Falls,MN,3,1,1,1,33
Ramapo College of New Jersey,Mahwah,NJ,18,14,1,3,21
Randall University,Moore,OK,21,7,2,3,21
Randolph College,Lynchburg,VA,21,8,2,4,13
Randolph Community College,Asheboro,NC,2,2,1,1,31
Randolph-Macon College,Ashland,VA,21,11,2,2,21
Ranger College,Ranger,TX,1,2,1,1,42
Ranken Technical College,Saint Louis,MO,14,9,2,2,11
Rappahannock Community College,Glenns,VA,3,2,1,1,42
Raritan Valley Community College,Branchburg,NJ,5,3,1,1,41
Rasmussen University-Florida,Ocala,FL,22,12,3,3,13
Rasmussen University-Illinois,Rockford,IL,14,9,3,3,12
Rasmussen University-Kansas,Topeka,KS,23,6,3,3,41
Rasmussen University-Minnesota,St. Cloud,MN,23,9,3,3,13
Rasmussen University-North Dakota,Fargo,ND,23,6,3,3,12
Rasmussen University-Wisconsin,Green Bay,WI,23,6,3,3,12
Reading Area Community College,Reading,PA,5,2,1,1,13
Reconstructionist Rabbinical College,Wyncote,PA,24,18,2,7,21
Red Lake Nation College,Red Lake,MN,33,9,1,1,43
Red Rocks Community College,Lakewood,CO,14,9,1,3,12
Redlands Community College,El Reno,OK,3,2,1,1,32
Reed College,Portland,OR,21,11,2,3,11
Reedley College,Reedley,CA,3,3,1,1,32
Reformed University,Lawrenceville,GA,24,6,2,3,21
Refrigeration School Inc,Phoenix,AZ,11,2,3,1,11
Regent University,Virginia Beach,VA,17,12,2,5,11
Regis College,Weston,MA,18,11,2,5,21
Regis University,Denver,CO,17,13,2,6,11
Reid State Technical College,Evergreen,AL,7,1,1,1,41
Reinhardt University,Waleska,GA,22,11,2,3,41
Relay Graduate School of Education,New York,NY,32,18,2,6,11
Remington College-Baton Rouge Campus,Baton Rouge,LA,11,1,2,1,12
Remington College-Cleveland Campus,Cleveland,OH,9,1,2,1,21
Remington College-Dallas Campus,Garland,TX,14,6,2,2,21
Remington College-Fort Worth Campus,Fort Worth,TX,14,6,2,2,11
Remington College-Houston Southeast Campus,Webster,TX,7,1,2,1,21
Remington College-Lafayette Campus,Lafayette,LA,8,1,2,1,12
Remington College-Memphis Campus,Memphis,TN,14,6,2,2,11
Remington College-Mobile Campus,Mobile,AL,8,1,2,1,12
Remington College-Nashville Campus,Nashville,TN,10,1,2,1,11
Remington College-North Houston Campus,Houston,TX,8,1,2,1,11
Remington College-Shreveport Campus,Shreveport,LA,14,6,2,2,12
Rend Lake College,Ina,IL,6,2,1,1,42
Rensselaer at Work,Hartford,CT,28,18,2,7,12
Rensselaer Polytechnic Institute,Troy,NY,15,14,2,4,13
Renton Technical College,Renton,WA,14,6,1,2,12
Research College of Nursing,Kansas City,MO,26,6,3,4,11
Rhode Island College,Providence,RI,18,12,1,3,21
Rhode Island School of Design,Providence,RI,18,11,2,4,12
Rhodes College,Memphis,TN,21,11,2,3,11
Rice University,Houston,TX,15,14,2,5,11
Richard Bland College,South Prince George,VA,13,2,1,1,41
Richland Community College,Decatur,IL,9,2,1,1,13
Richmond Community College,Hamlet,NC,5,2,1,1,32
Richmont Graduate University,Chattanooga,TN,26,18,2,7,12
Rider University,Lawrenceville,NJ,18,14,2,4,21
Ridgewater College,Willmar,MN,8,3,1,1,33
Ringling College of Art and Design,Sarasota,FL,30,11,2,2,13
Rio Grande Valley College,Pharr,TX,10,2,3,1,21
Rio Hondo College,Whittier,CA,14,12,1,2,21
Rio Salado College,Tempe,AZ,6,4,1,1,12
Ripon College,Ripon,WI,21,8,2,2,32
River Parishes Community College,Gonzales,LA,5,2,1,1,41
River Valley Community College,Claremont,NH,9,1,1,1,41
Riverland Community College,Austin,MN,6,2,1,1,32
Riverside City College,Riverside,CA,1,5,1,1,11
Riverside College of Health Careers,Newport News,VA,10,1,2,1,12
Rivier University,Nashua,NH,19,10,2,5,13
Roane State Community College,Harriman,TN,1,3,1,1,32
Roanoke College,Salem,VA,21,11,2,2,22
Roanoke-Chowan Community College,Ahoskie,NC,1,1,1,1,41
Robert Morris University,Moon Township,PA,17,14,2,3,21
Roberts Wesleyan College,Rochester,NY,18,11,2,5,21
Robeson Community College,Lumberton,NC,7,2,1,1,32
Rochester Community and Technical College,Rochester,MN,5,3,1,1,12
Rochester Institute of Technology,Rochester,NY,16,17,2,4,21
Rochester University,Rochester Hills,MI,22,7,2,3,21
Rock Valley College,Rockford,IL,6,3,1,1,12
Rockefeller University,New York,NY,27,18,2,7,11
Rockford University,Rockford,IL,20,10,2,4,12
Rockhurst University,Kansas City,MO,18,10,2,4,11
Rockingham Community College,Wentworth,NC,5,2,1,1,42
Rockland Community College,Suffern,NY,1,3,1,1,21
Rocky Mountain College,Billings,MT,20,8,2,4,12
Rocky Mountain College of Art and Design,Lakewood,CO,22,9,3,3,12
Rocky Mountain University of Health Professions,Provo,UT,26,18,3,7,12
Rocky Vista University,Parker,CO,25,18,3,7,21
Roger Williams University,Bristol,RI,19,14,2,3,21
Roger Williams University School of Law,Bristol,RI,31,18,2,7,21
Rogers State University,Claremore,OK,22,10,1,3,31
Rogue Community College,Grants Pass,OR,5,3,1,1,41
Rollins College,Winter Park,FL,18,11,2,4,21
Roosevelt University,Chicago,IL,17,13,2,5,11
Rosalind Franklin University of Medicine and Science,North Chicago,IL,25,18,2,7,21
Rose State College,Midwest City,OK,4,3,1,1,21
Rosedale Bible College,Irwin,OH,13,1,2,1,42
Rosedale Technical College,Pittsburgh,PA,11,1,2,1,21
Rose-Hulman Institute of Technology,Terre Haute,IN,28,11,2,3,13
Roseman University of Health Sciences,Henderson,NV,26,9,2,6,11
Rosemont College,Rosemont,PA,19,7,2,5,21
Ross College-Canton,Canton,OH,7,1,3,1,21
Ross College-Hopkinsville,Hopkinsville,KY,10,1,3,1,32
Ross College-Quad Cities,Davenport,IA,10,1,3,1,12
Ross College-Sylvania,Sylvania,OH,10,2,3,1,21
Ross Medical Education Center-Granger,Granger,IN,10,1,3,1,13
Rowan College at Burlington County,Mount Laurel,NJ,2,3,1,1,21
Rowan College of South Jersey – Cumberland Campus,Vineland,NJ,4,2,1,1,41
Rowan College of South Jersey Gloucester Campus,Sewell,NJ,1,3,1,1,21
Rowan University,Glassboro,NJ,16,16,1,4,21
Rowan-Cabarrus Community College,Salisbury,NC,6,3,1,1,22
Roxbury Community College,Roxbury Crossing,MA,1,2,1,1,11
Rush University,Chicago,IL,25,9,2,6,11
Russell Sage College,Troy,NY,17,11,2,5,13
Rust College,Holly Springs,MS,21,6,2,2,32
Rutgers University-Camden,Camden,NJ,16,12,1,4,13
Rutgers University-New Brunswick,New Brunswick,NJ,15,16,1,4,13
Rutgers University-Newark,Newark,NJ,16,16,1,4,11
SABER College,Miami,FL,10,1,2,1,11
Sacramento City College,Sacramento,CA,4,4,1,1,11
Sacred Heart Major Seminary,Detroit,MI,21,6,2,5,11
Sacred Heart Seminary and School of Theology,Franklin,WI,24,18,2,7,21
Sacred Heart University,Fairfield,CT,17,14,2,4,21
Saddleback College,Mission Viejo,CA,2,5,1,1,21
SAE Institute of Technology-Atlanta,Atlanta,GA,11,1,3,1,11
SAE Institute of Technology-Chicago,Chicago,IL,11,1,3,1,11
SAE Institute of Technology-Nashville,Nashville,TN,30,6,3,2,11
Saginaw Chippewa Tribal College,Mount Pleasant,MI,33,9,1,1,32
Saginaw Valley State University,University Center,MI,18,13,1,3,22
Saint Ambrose University,Davenport,IA,17,11,2,4,12
Saint Anselm College,Manchester,NH,21,11,2,2,22
Saint Anthony College of Nursing,Rockford,IL,26,6,2,4,12
Saint Augustine College,Chicago,IL,23,6,2,2,11
Saint Augustine's University,Raleigh,NC,22,8,2,2,11
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,24,8,2,6,21
Saint Cloud State University,Saint Cloud,MN,18,13,1,4,13
Saint Edward's University,Austin,TX,18,14,2,3,11
Saint Elizabeth College of Nursing,Utica,NY,10,1,2,1,13
Saint Elizabeth University,Morristown,NJ,19,7,2,5,21
Saint Francis Medical Center College of Nursing,Peoria,IL,26,7,2,4,12
Saint Francis University,Loretto,PA,18,11,2,4,31
Saint John Fisher University,Rochester,NY,17,14,2,4,21
Saint Johns River State College,Palatka,FL,23,9,1,2,32
Saint John's Seminary,Brighton,MA,24,8,2,6,11
Saint Johns University,Collegeville,MN,21,11,2,3,41
Saint Joseph Seminary College,St. Benedict,LA,24,8,2,2,41
Saint Joseph's College of Maine,Standish,ME,18,10,2,4,41
Saint Joseph's University,Philadelphia,PA,18,14,2,4,11
Saint Leo University,Saint Leo,FL,17,12,2,5,23
Saint Louis Christian College,Florissant,MO,24,8,2,2,21
Saint Louis Community College,Bridgeton,MO,2,4,1,1,21
Saint Louis University,Saint Louis,MO,16,17,2,5,11
Saint Martin's University,Lacey,WA,20,10,2,3,13
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,20,7,2,4,41
Saint Mary's College,Notre Dame,IN,21,11,2,3,21
Saint Mary's College of California,Moraga,CA,18,14,2,4,21
Saint Mary's University of Minnesota,Winona,MN,17,13,2,6,32
Saint Meinrad School of Theology,St. Meinrad,IN,24,18,2,7,43
Saint Michael College of Allied Health,Washington,DC,10,1,3,1,11
Saint Michael's College,Colchester,VT,21,11,2,3,22
Saint Norbert College,De Pere,WI,21,11,2,3,22
Saint Paul College,Saint Paul,MN,5,3,1,1,11
Saint Paul School of Theology,Leawood,KS,24,18,2,7,21
Saint Peter's University,Jersey City,NJ,18,10,2,4,11
Saint Vincent College,Latrobe,PA,21,11,2,3,21
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,24,18,2,7,21
Saint Vincent Seminary,Latrobe,PA,24,18,2,7,21
Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,24,18,2,7,21
Saint Xavier University,Chicago,IL,18,12,2,4,11
Salem College,Winston-Salem,NC,21,8,2,4,12
Salem Community College,Carneys Point,NJ,9,2,1,1,21
Salem State University,Salem,MA,18,13,1,4,21
Salem University,Salem,WV,19,7,3,4,42
Salina Area Technical College,Salina,KS,9,1,1,1,33
Salisbury University,Salisbury,MD,18,13,1,3,23
Salish Kootenai College,Pablo,MT,33,6,1,2,42
Salt Lake Community College,Salt Lake City,UT,2,5,1,1,21
Salus University,Elkins Park,PA,26,18,2,7,21
Salve Regina University,Newport,RI,18,11,2,4,21
Sam Houston State University,Huntsville,TX,16,15,1,3,32
Samaritan Hospital School of Nursing,Troy,NY,10,1,2,1,13
Samford University,Birmingham,AL,17,14,2,5,21
Sampson Community College,Clinton,NC,6,2,1,1,32
Samuel Merritt University,Oakland,CA,26,9,2,6,11
San Antonio College,San Antonio,TX,2,4,1,1,11
San Bernardino Valley College,San Bernardino,CA,4,4,1,1,12
San Diego Christian College,Santee,CA,20,7,2,3,21
San Diego City College,San Diego,CA,3,4,1,1,11
San Diego Global Knowledge University,San Diego,CA,29,6,3,3,11
San Diego Mesa College,San Diego,CA,14,12,1,2,11
San Diego Miramar College,San Diego,CA,3,4,1,1,11
San Diego State University,San Diego,CA,16,15,1,4,11
San Francisco Art Institute,San Francisco,CA,30,6,2,5,11
San Francisco Conservatory of Music,San Francisco,CA,30,8,2,5,11
San Francisco Film School,San Francisco,CA,12,1,3,1,11
San Francisco State University,San Francisco,CA,16,15,1,4,11
San Ignacio University,Doral,FL,29,6,3,5,13
San Jacinto Community College,Pasadena,TX,8,5,1,1,21
San Joaquin College of Law,Clovis,CA,31,18,2,7,21
San Joaquin Delta College,Stockton,CA,4,5,1,1,11
San Joaquin Valley College-Bakersfield,Bakersfield,CA,9,2,3,1,11
San Joaquin Valley College-Fresno,Fresno,CA,9,2,3,1,11
San Joaquin Valley College-Fresno Aviation,Fresno,CA,11,1,3,1,11
San Joaquin Valley College-Hesperia,Hesperia,CA,9,1,3,1,41
San Joaquin Valley College-Lancaster,Lancaster,CA,13,1,3,1,21
San Joaquin Valley College-Modesto,Salida,CA,9,1,3,1,21
San Joaquin Valley College-Ontario,Ontario,CA,9,2,3,1,12
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,10,1,3,1,13
San Joaquin Valley College-Temecula,Temecula,CA,9,2,3,1,12
San Joaquin Valley College-Visalia,Visalia,CA,26,9,3,2,41
San Jose City College,San Jose,CA,5,3,1,1,11
San Jose State University,San Jose,CA,18,15,1,4,11
San Juan Bautista School of Medicine,Caguas,PR,25,6,2,6,13
San Juan College,Farmington,NM,8,3,1,1,13
Sandhills Community College,Pinehurst,NC,4,3,1,1,41
Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,26,18,2,7,11
SANS Technology Institute,North Bethesda,MD,28,18,3,6,21
Santa Ana College,Santa Ana,CA,14,12,1,2,11
Santa Barbara Business College-Bakersfield,Bakersfield,CA,22,6,3,2,11
Santa Barbara City College,Santa Barbara,CA,1,4,1,1,13
Santa Clara University,Santa Clara,CA,17,14,2,5,12
Santa Fe College,Gainesville,FL,14,12,1,2,22
Santa Fe Community College,Santa Fe,NM,6,2,1,1,23
Santa Monica College,Santa Monica,CA,14,15,1,2,13
Santa Rosa Junior College,Santa Rosa,CA,2,4,1,1,12
Santiago Canyon College,Orange,CA,1,3,1,1,12
Sarah Lawrence College,Bronxville,NY,21,11,2,4,21
Sauk Valley Community College,Dixon,IL,6,2,1,1,41
Savannah College of Art and Design,Savannah,GA,18,16,2,4,12
Savannah State University,Savannah,GA,20,11,1,3,12
Savannah Technical College,Savannah,GA,8,3,1,1,12
Saybrook University,Pasadena,CA,17,18,2,7,12
Schenectady County Community College,Schenectady,NY,3,3,1,1,13
Schiller International University,Tampa,FL,29,6,3,5,13
School of Automotive Machinists & Technology,Houston,TX,11,1,3,1,11
School of the Art Institute of Chicago,Chicago,IL,30,10,2,4,11
School of Visual Arts,New York,NY,18,13,3,4,11
Schoolcraft College,Livonia,MI,14,12,1,2,13
Schreiner University,Kerrville,TX,20,11,2,3,33
Scottsdale Community College,Scottsdale,AZ,3,3,1,1,41
Scripps College,Claremont,CA,21,8,2,3,21
Seattle Central College,Seattle,WA,14,9,1,2,11
Seattle Film Institute,Seattle,WA,30,6,3,5,11
Seattle Institute of East Asian Medicine,Seattle,WA,26,18,2,7,11
Seattle Pacific University,Seattle,WA,17,14,2,4,11
Seattle University,Seattle,WA,17,14,2,5,11
Seminar L'moros Bais Yaakov,Brooklyn,NY,13,2,2,1,11
Seminario Evangelico de Puerto Rico,San Juan,PR,24,18,2,7,11
Seminary Bnos Chaim,Lakewood,NJ,13,1,2,1,21
Seminole State College,Seminole,OK,1,2,1,1,32
Seminole State College of Florida,Sanford,FL,23,12,1,2,13
Sentara College of Health Sciences,Chesapeake,VA,26,6,2,4,21
Sessions College for Professional Design,Tempe,AZ,12,1,3,1,12
Seton Hall University,South Orange,NJ,16,13,2,5,21
Seton Hill University,Greensburg,PA,19,11,2,4,21
Seward County Community College,Liberal,KS,8,2,1,1,33
Shasta Bible College and Graduate School,Redding,CA,24,6,2,4,13
Shasta College,Redding,CA,14,12,1,2,22
Shaw University,Raleigh,NC,22,11,2,3,11
Shawnee Community College,Ullin,IL,6,2,1,1,43
Shawnee State University,Portsmouth,OH,20,10,1,3,31
Shelton State Community College,Tuscaloosa,AL,8,3,1,1,12
Shenandoah University,Winchester,VA,17,14,2,5,13
Shepherd University,Shepherdstown,WV,20,10,1,3,31
Shepherds Theological Seminary,Cary,NC,24,18,2,7,12
Sherman College of Chiropractic,Spartanburg,SC,26,18,2,7,22
Shiloh University,Kalona,IA,24,18,2,6,42
Shippensburg University of Pennsylvania,Shippensburg,PA,18,13,1,3,31
Sh'or Yoshuv Rabbinical College,Lawrence,NY,24,8,2,3,21
Shoreline Community College,Shoreline,WA,3,3,1,1,21
Shorter College,N Little Rock,AR,1,1,2,1,13
Shorter University,Rome,GA,20,11,2,3,13
Siena College,Loudonville,NY,20,14,2,3,21
Siena Heights University,Adrian,MI,19,10,2,3,32
Sierra College,Rocklin,CA,4,5,1,1,21
Sierra Nevada University,Incline Village,NV,19,8,2,5,32
Simmons College of Kentucky,Louisville,KY,21,6,2,2,11
Simmons University,Boston,MA,17,14,2,6,11
Simpson College,Indianola,IA,22,11,2,3,31
Simpson University,Redding,CA,21,7,2,3,13
Sinclair Community College,Dayton,OH,6,4,1,1,12
Sinte Gleska University,Mission,SD,33,6,1,4,43
Sisseton Wahpeton College,Sisseton,SD,33,10,1,1,43
SIT Graduate Institute,Brattleboro,VT,20,18,2,6,41
Sitting Bull College,Fort Yates,ND,33,7,1,3,43
Skagit Valley College,Mount Vernon,WA,14,9,1,2,13
Skidmore College,Saratoga Springs,NY,21,11,2,2,23
Skyline College,San Bruno,CA,14,12,1,2,21
Slippery Rock University of Pennsylvania,Slippery Rock,PA,18,13,1,4,32
Smith College,Northampton,MA,21,11,2,4,21
Snead State Community College,Boaz,AL,3,2,1,1,32
Snow College,Ephraim,UT,14,9,1,2,33
Sofia University,Palo Alto,CA,32,6,3,6,13
Soka University of America,Aliso Viejo,CA,21,8,2,3,21
Solano Community College,Fairfield,CA,14,12,1,2,22
Somerset Community College,Somerset,KY,7,3,1,1,33
Sonoma State University,Rohnert Park,CA,18,13,1,3,21
Sonoran Desert Institute,Tempe,AZ,11,3,3,1,12
Sotheby's Institute of Art-NY,New York,NY,30,18,3,7,11
South Arkansas Community College,El Dorado,AR,5,2,1,1,33
South Baylo University,Anaheim,CA,26,18,2,7,11
South Carolina State University,Orangeburg,SC,20,11,1,4,32
South Central College,North Mankato,MN,8,2,1,1,23
South Coast College,Orange,CA,13,1,3,1,12
South College,Knoxville,TN,17,12,3,4,12
South Dakota School of Mines and Technology,Rapid City,SD,19,11,1,4,13
South Dakota State University,Brookings,SD,16,14,1,3,33
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,22,6,2,4,13
South Florida State College,Avon Park,FL,23,9,1,2,41
South Georgia State College,Douglas,GA,23,10,1,2,33
South Georgia Technical College,Americus,GA,8,2,1,1,41
South Hills School of Business & Technology,State College,PA,1,1,3,1,13
South Louisiana Community College,Lafayette,LA,7,3,1,1,12
South Mountain Community College,Phoenix,AZ,2,2,1,1,11
South Piedmont Community College,Polkton,NC,3,2,1,1,42
South Plains College,Levelland,TX,1,4,1,1,32
South Puget Sound Community College,Olympia,WA,2,3,1,1,13
South Seattle College,Seattle,WA,14,6,1,2,11
South Suburban College,South Holland,IL,3,2,1,1,21
South Texas College,McAllen,TX,14,12,1,2,12
South Texas College of Law Houston,Houston,TX,31,18,2,7,11
South University-Austin,Round Rock,TX,22,6,3,3,41
South University-Columbia,Columbia,SC,17,6,3,5,21
